?色	文本名	代?	重量	部分	作者	?建日期	批注	文本?	?域	覆?率 %	起?	??
●	uid40/ys	通訊當下的客觀情境\忙碌	0	A:恩…...如果很干擾的話 ㄟ…...干擾的可能…...…...如果她 就是我需要 晚一點再回的話我可能就會 跟他講或是如果我現在手邊有事情 然後我沒有辦法 今天就回她 因為如果我可能我回了她我可能就做不完這件事情的話 然後這件事情又很急的話 我可能就會跟她說我之後再回她 但…...如果我會回她 應該就不是她會造成我的 負擔那種 就是…...不是甚麼特別會阻礙我做其他事情的事情所以就…...還可以吧 	Hank	2019/12/8 11:50:33			202	1.38	314	314
●	uid40/ys	關係基礎分類\朋友	0	A:恩…...如果很干擾的話 ㄟ…...干擾的可能…...…...如果她 就是我需要 晚一點再回的話我可能就會 跟他講或是如果我現在手邊有事情 然後我沒有辦法 今天就回她 因為如果我可能我回了她我可能就做不完這件事情的話 然後這件事情又很急的話 我可能就會跟她說我之後再回她 但…...如果我會回她 應該就不是她會造成我的 負擔那種 就是…...不是甚麼特別會阻礙我做其他事情的事情所以就…...還可以吧 	Hank	2019/12/8 11:50:38			202	1.38	314	314
●	uid40/ys	關係基礎分類\朋友	0	"A:都不 不太會吧 因為如果會 就是可能會打斷我要做甚麼事情 然後我要立即回覆她的話 我可能就會直接說 就是 ""我可能晚點回"" 或甚麼甚麼的  "	Hank	2019/12/8 11:50:53			70	0.48	322	322
●	uid40/ys	受測者使用通訊軟體的習慣\會告知晚回	0	"A:都不 不太會吧 因為如果會 就是可能會打斷我要做甚麼事情 然後我要立即回覆她的話 我可能就會直接說 就是 ""我可能晚點回"" 或甚麼甚麼的  "	Hank	2019/12/8 11:50:57			70	0.48	322	322
●	uid40/ys	受測者回覆速度\回覆速度快	0	"A:都不 不太會吧 因為如果會 就是可能會打斷我要做甚麼事情 然後我要立即回覆她的話 我可能就會直接說 就是 ""我可能晚點回"" 或甚麼甚麼的  "	Hank	2019/12/8 11:51:04			70	0.48	322	322
●	uid40/ys	通訊當下的客觀情境\忙碌	0	"A:都不 不太會吧 因為如果會 就是可能會打斷我要做甚麼事情 然後我要立即回覆她的話 我可能就會直接說 就是 ""我可能晚點回"" 或甚麼甚麼的  "	Hank	2019/12/8 11:51:08			70	0.48	322	322
●	uid40/ys	關係基礎分類\工作夥伴	0	"A:沒有 應該都可以
Q:那就一樣從第一個講下來這樣
A:…...…...第一個是…...就是平常我們比較不會閒聊 恩然後…...恩…...可能是…...恩…...就是…...比如說要問說 ""這個事情要怎麼進行"" 或是那種 比較急的事情 會當下要討論的事情才會  傳訊息那種 但平常就比較不太會傳訊息
Q:所以跟這個人就是不會閒聊 只會講實驗室相關的事情
A:恩
Q:那你也填說回立即回覆她訊息
A:恩
Q:為甚麼
A:…...因為我們可能 就可能…...痾 做實驗的 前面一小段時間我們要確認一下事情 所以 就會當下馬上就回覆 要確認的事項這樣
Q:所以都只會講實驗室相關的東西
A:恩
Q:那你會傳訊息給她嗎
A:會 就是 她問我 她要問我東西或是我要問她東西的時候就會傳這樣
Q:所以她也會很快回你
A:恩
Q:所以是說 如果通知跳說這個人傳訊息給你 你會馬上點進去回她 是這個意思嗎
A:恩…...大部分是都 看到就會馬上回 因為我們討論的事情比較 就是比較 緊急這樣
Q:所以就是大部分她的訊息都是比較緊急 所以都會比較快回她
A:恩
Q:那你傳訊息給她的時候 你會希望她趕快回你嗎
A:恩 會阿 因為…...可能要確認一件 就是可能 ""下一步要怎麼操作阿"" 或是 ""下一步要怎麼進行"" 這樣 所以就會希望她趕快回覆吧這樣"	Hank	2019/12/8 11:51:42			566	3.87	328	348
●	uid40/ys	通訊內容的特性\工作相關	0	"A:沒有 應該都可以
Q:那就一樣從第一個講下來這樣
A:…...…...第一個是…...就是平常我們比較不會閒聊 恩然後…...恩…...可能是…...恩…...就是…...比如說要問說 ""這個事情要怎麼進行"" 或是那種 比較急的事情 會當下要討論的事情才會  傳訊息那種 但平常就比較不太會傳訊息
Q:所以跟這個人就是不會閒聊 只會講實驗室相關的事情
A:恩
Q:那你也填說回立即回覆她訊息
A:恩
Q:為甚麼
A:…...因為我們可能 就可能…...痾 做實驗的 前面一小段時間我們要確認一下事情 所以 就會當下馬上就回覆 要確認的事項這樣
Q:所以都只會講實驗室相關的東西
A:恩
Q:那你會傳訊息給她嗎
A:會 就是 她問我 她要問我東西或是我要問她東西的時候就會傳這樣
Q:所以她也會很快回你
A:恩
Q:所以是說 如果通知跳說這個人傳訊息給你 你會馬上點進去回她 是這個意思嗎
A:恩…...大部分是都 看到就會馬上回 因為我們討論的事情比較 就是比較 緊急這樣
Q:所以就是大部分她的訊息都是比較緊急 所以都會比較快回她
A:恩
Q:那你傳訊息給她的時候 你會希望她趕快回你嗎
A:恩 會阿 因為…...可能要確認一件 就是可能 ""下一步要怎麼操作阿"" 或是 ""下一步要怎麼進行"" 這樣 所以就會希望她趕快回覆吧這樣"	Hank	2019/12/8 11:51:49			566	3.87	328	348
●	uid40/ys	受測者回覆速度\回覆速度快	0	"A:會 就是 她問我 她要問我東西或是我要問她東西的時候就會傳這樣
Q:所以她也會很快回你
A:恩
Q:所以是說 如果通知跳說這個人傳訊息給你 你會馬上點進去回她 是這個意思嗎
A:恩…...大部分是都 看到就會馬上回 因為我們討論的事情比較 就是比較 緊急這樣
Q:所以就是大部分她的訊息都是比較緊急 所以都會比較快回她
A:恩
Q:那你傳訊息給她的時候 你會希望她趕快回你嗎
A:恩 會阿 因為…...可能要確認一件 就是可能 ""下一步要怎麼操作阿"" 或是 ""下一步要怎麼進行"" 這樣 所以就會希望她趕快回覆吧這樣"	Hank	2019/12/8 11:52:06			259	1.77	340	348
●	uid40/ys	通訊內容的特性\急迫	0	"A:恩…...大部分是都 看到就會馬上回 因為我們討論的事情比較 就是比較 緊急這樣
Q:所以就是大部分她的訊息都是比較緊急 所以都會比較快回她
A:恩"	Hank	2019/12/8 11:52:35			76	0.52	344	346
●	uid40/ys	受測者使用通訊軟體的態度\希望對方盡快回覆	0	"Q:那你傳訊息給她的時候 你會希望她趕快回你嗎
A:恩 會阿 因為…...可能要確認一件 就是可能 ""下一步要怎麼操作阿"" 或是 ""下一步要怎麼進行"" 這樣 所以就會希望她趕快回覆吧這樣"	Hank	2019/12/8 11:52:53			93	0.64	347	348
●	uid40/ys	關係基礎分類\工作夥伴	0	"A:恩 就是也是 討論 時間啊或是 討論一些 比較…...需要…...趕快確認的事情所以 會比較快回 但通常都是 她傳訊息給我我回比較 多一些 就是問說 ""ㄟ那個時間或是這個時間能不能"" 之類的   
Q:所以是最近她會聯絡你嗎
A:是最近
Q:然後他比較常傳訊息給你這樣
A:恩
Q:你也會趕快回覆她的原因是甚麼 你填立即回覆
A:恩…...…...可能因為 就是 要去買一些東西甚麼 可能要報名阿或甚麼的 然後我確定日期後 可能就會趕快回這樣   
Q:你跟她是用LINE嗎 有甚麼原因嗎
A:恩…...可能加 加好友的時候都加LINE吧
Q:所以最近的頻率大概是
A:大概 一周 可能 兩三次之類的吧
Q:那你說確認完就會馬上回她 原因是甚麼 因為很緊急嗎
A:算是吧 "	Hank	2019/12/8 11:53:04			337	2.30	350	362
●	uid40/ys	通訊內容的特性\工作相關	0	"A:恩 就是也是 討論 時間啊或是 討論一些 比較…...需要…...趕快確認的事情所以 會比較快回 但通常都是 她傳訊息給我我回比較 多一些 就是問說 ""ㄟ那個時間或是這個時間能不能"" 之類的   
Q:所以是最近她會聯絡你嗎
A:是最近
Q:然後他比較常傳訊息給你這樣
A:恩
Q:你也會趕快回覆她的原因是甚麼 你填立即回覆
A:恩…...…...可能因為 就是 要去買一些東西甚麼 可能要報名阿或甚麼的 然後我確定日期後 可能就會趕快回這樣   
Q:你跟她是用LINE嗎 有甚麼原因嗎"	Hank	2019/12/8 11:53:22			246	1.68	350	357
●	uid40/ys	聯絡人使用通訊軟體的習慣\會主動傳訊息給對方	0	"A:恩 就是也是 討論 時間啊或是 討論一些 比較…...需要…...趕快確認的事情所以 會比較快回 但通常都是 她傳訊息給我我回比較 多一些 就是問說 ""ㄟ那個時間或是這個時間能不能"" 之類的   
Q:所以是最近她會聯絡你嗎
A:是最近
Q:然後他比較常傳訊息給你這樣
A:恩"	Hank	2019/12/8 11:53:56			140	0.96	350	354
●	uid40/ys	受測者回覆速度\回覆速度快	0	"Q:你也會趕快回覆她的原因是甚麼 你填立即回覆
A:恩…...…...可能因為 就是 要去買一些東西甚麼 可能要報名阿或甚麼的 然後我確定日期後 可能就會趕快回這樣   
Q:你跟她是用LINE嗎 有甚麼原因嗎"	Hank	2019/12/8 11:54:08			105	0.72	355	357
●	uid40/ys	關係基礎分類\工作夥伴	0	"A:可以
Q:那你們甚麼時候會聯絡阿
A:要一起想一些活動內容的時候 然後…...應該就只有這樣
Q:所以你們就是只有籌備活動才會聯絡這樣
A:比較多是她會主動聯絡我 恩然後…...然後…...也都…...算是會…...她 她會蠻快就回啦 但我會 讀了然後再 就是 可能…...想一下 然後回這樣  
Q:為甚麼 
A:…...她應該 因為她算是 她其實算是 朋友的朋友 然後…...我們只是 就我跟她其實只是剛好 因為活動認識 然後所以在 私底下比較 就是可能會一起 就是當面見面的時候會講話可是 私底下比較不會傳訊息 所以 可能會想一下說 就是怎麼回這樣   
Q:所以你就覺得沒有這麼熟所以需要想一下再回是嗎
A:恩"	Hank	2019/12/8 11:54:27			311	2.12	364	372
●	uid40/ys	通訊內容的特性\工作相關	0	"A:要一起想一些活動內容的時候 然後…...應該就只有這樣
Q:所以你們就是只有籌備活動才會聯絡這樣
A:比較多是她會主動聯絡我 恩然後…...然後…...也都…...算是會…...她 她會蠻快就回啦 但我會 讀了然後再 就是 可能…...想一下 然後回這樣  "	Hank	2019/12/8 11:54:52			129	0.88	366	368
●	uid40/ys	聯絡人使用通訊軟體的習慣\會主動傳訊息給對方	0	A:比較多是她會主動聯絡我 恩然後…...然後…...也都…...算是會…...她 她會蠻快就回啦 但我會 讀了然後再 就是 可能…...想一下 然後回這樣  	Hank	2019/12/8 11:55:08			78	0.53	368	368
●	uid40/ys	聯絡人回覆速度\回覆速度快	0	A:比較多是她會主動聯絡我 恩然後…...然後…...也都…...算是會…...她 她會蠻快就回啦 但我會 讀了然後再 就是 可能…...想一下 然後回這樣  	Hank	2019/12/8 11:55:13			78	0.53	368	368
●	uid40/ys	通訊內容的特性\需要想一下	0	A:比較多是她會主動聯絡我 恩然後…...然後…...也都…...算是會…...她 她會蠻快就回啦 但我會 讀了然後再 就是 可能…...想一下 然後回這樣  	Hank	2019/12/8 11:55:26			78	0.53	368	368
●	uid40/ys	通訊內容的特性\需要想一下	0	私底下比較不會傳訊息 所以 可能會想一下說 就是怎麼回這樣   	Hank	2019/12/8 11:55:34			29	0.20	370	370
●	uid40/ys	受測者回覆速度\回覆速度慢	0	A:比較多是她會主動聯絡我 恩然後…...然後…...也都…...算是會…...她 她會蠻快就回啦 但我會 讀了然後再 就是 可能…...想一下 然後回這樣  	Hank	2019/12/8 11:55:43			78	0.53	368	368
●	uid40/ys	受測者回覆速度\回覆速度慢	0	私底下比較不會傳訊息 所以 可能會想一下說 就是怎麼回這樣   	Hank	2019/12/8 11:59:06			29	0.20	370	370
●	uid40/ys	受測者回覆速度\回覆速度慢	0	A:恩	Hank	2019/12/8 11:59:09			3	0.02	372	372
●	uid40/ys	聯絡人與受測者的關係\較疏離	0	A:恩	Hank	2019/12/8 11:59:15			3	0.02	372	372
●	uid40/ys	聯絡人與受測者的關係\較疏離	0	A:編號5應該也比較像是我需要想一下說 我要怎麼 回 因為我 我們是…...就也是系上的同學 然後是 課程剛好分在同一組 所以呢我們 可能因為那個課程也須 就是蠻常需要討論所以 就是 就是…...會想一下說 針對一個事情我們要提出一個想法的時候 可能想一下後 怎麼去回這件事情 但私底下就比較 一方面是因為比較不熟所以會要想一下怎麼回 另外是 那件事情或是議題是比較需要思考  	Hank	2019/12/8 12:00:51			187	1.28	374	374
●	uid40/ys	通訊內容的特性\需要想一下	0	A:編號5應該也比較像是我需要想一下說 我要怎麼 回 因為我 我們是…...就也是系上的同學 然後是 課程剛好分在同一組 所以呢我們 可能因為那個課程也須 就是蠻常需要討論所以 就是 就是…...會想一下說 針對一個事情我們要提出一個想法的時候 可能想一下後 怎麼去回這件事情 但私底下就比較 一方面是因為比較不熟所以會要想一下怎麼回 另外是 那件事情或是議題是比較需要思考  	Hank	2019/12/8 12:01:05			187	1.28	374	374
●	uid40/ys	關係基礎分類\工作夥伴	0	A:編號5應該也比較像是我需要想一下說 我要怎麼 回 因為我 我們是…...就也是系上的同學 然後是 課程剛好分在同一組 所以呢我們 可能因為那個課程也須 就是蠻常需要討論所以 就是 就是…...會想一下說 針對一個事情我們要提出一個想法的時候 可能想一下後 怎麼去回這件事情 但私底下就比較 一方面是因為比較不熟所以會要想一下怎麼回 另外是 那件事情或是議題是比較需要思考  	Hank	2019/12/8 12:01:08			187	1.28	374	374
●	uid40/ys	關係基礎分類\朋友	0	A:恩 我通常都會 就是 誠實說我要 去…...我要去幹嗎或是…...就是我 我會直接說我要 我要先離開 這樣子 恩	Hank	2019/12/8 12:01:26			58	0.40	394	394
●	uid40/ys	通訊行為\告知真實理由	0	A:恩 我通常都會 就是 誠實說我要 去…...我要去幹嗎或是…...就是我 我會直接說我要 我要先離開 這樣子 恩	Hank	2019/12/8 12:01:33			58	0.40	394	394
●	uid40/ys	受測者使用通訊軟體的習慣\會告知離開	0	A:恩 我通常都會 就是 誠實說我要 去…...我要去幹嗎或是…...就是我 我會直接說我要 我要先離開 這樣子 恩	Hank	2019/12/8 12:01:43			58	0.40	394	394
